Station,Latitude,Longitude,Chlmedian,Chlabovet,Condmed,Condabovet,DOmedian,DObelowt,TPmedian,TPabovet,Nitmed,Nitabovet,JAMeanTemp,NHN_TWS,TWS_NAME,OCEANBAS,ON_QWS,NAME
17002601902,44.56277,-77.60304,8.3,NO,259.0,NO,9.36,NO,0.017,NO,0.179,NO,0.00,02HL,Moira,Atlantic Ocean,02HL-08,Deloro Ruins - Moira RIver
17002602302,44.50971,-77.39072,8.9,NO,267.5,NO,8.98,NO,0.016,NO,,,0.00,02HL,Moira,Atlantic Ocean,02HL-04,Moira Lake at Downey's Weir - Moira River
17003100102,44.19624,-77.22940,7.6,NO,262.5,NO,8.86,NO,0.016,NO,,,0.00,02HM,Napanee,Atlantic Ocean,02HM-02,Fisher Creek - Salmon River Outlet
17003500202,44.27770,-76.92818,10.2,NO,250.5,NO,8.45,NO,0.024,NO,,,0.00,02HM,Napanee,Atlantic Ocean,02HM-01,Napanee River Outlet
17003500402,44.32345,-76.87528,8.2,NO,224.5,NO,9.12,NO,0.022,NO,,,0.00,02HM,Napanee,Atlantic Ocean,02HM-01,Napanee River Outlet
17003700302,44.23925,-76.84914,43.6,NO,579.0,YES,8.83,NO,0.023,NO,0.270,NO,0.00,02HM,Napanee,Atlantic Ocean,02HM-08,Wilton Creek - Little Creek
18000017002,45.47495,-76.23814,,,,,,,,,,,24.21,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-01,Chaudière Falls - Ottawa River
18000036002,46.37871,-78.72896,,,,,,,,,,,19.22,02JE,Upper Ottawa - Kipawa,Atlantic Ocean,02JE-01,Mattawa River - Ottawa River
18003300302,45.02736,-75.64159,,,,,,,,,,,24.01,02LA,Rideau,Atlantic Ocean,02LA-08,Kemptville Creek
18003300802,44.89281,-76.19725,,,,,,,,,,,24.84,02LA,Rideau,Atlantic Ocean,02LA-06,Tay River
18003302302,44.75978,-76.51957,,,,,,,,,,,25.08,02LA,Rideau,Atlantic Ocean,02LA-06,Tay River
18003302602,44.88737,-75.92730,,,,,,,,,,,25.04,02LA,Rideau,Atlantic Ocean,02LA-03,Burritts Rapids Dam - Rideau River
18003302902,45.16190,-75.63390,,,,,,,,,,,24.81,02LA,Rideau,Atlantic Ocean,02LA-02,Stevens Creek - Rideau River
18003303102,45.37070,-75.69654,,,,,,,,,,,24.07,02LA,Rideau,Atlantic Ocean,02LA-01,Rideau Falls - Rideau River
18003303402,45.43743,-75.67854,,,,,,,,,,,23.44,02LA,Rideau,Atlantic Ocean,02LA-01,Rideau Falls - Rideau River
18003303502,44.95114,-75.81948,,,,,,,,,,,24.62,02LA,Rideau,Atlantic Ocean,02LA-03,Burritts Rapids Dam - Rideau River
18003303602,45.24921,-75.79081,,,,,,,,,,,22.34,02LA,Rideau,Atlantic Ocean,02LA-07,Jock River
18003303702,45.24858,-75.70466,,,,,,,,,,,25.09,02LA,Rideau,Atlantic Ocean,02LA-01,Rideau Falls - Rideau River
18207000702,45.37543,-74.94767,,,,,,,,,,,22.05,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-12,Scotch River
18207000802,45.44486,-75.06109,,,,,,,,,,,21.58,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-05,Horse Creek - South Nation River
18207002002,45.55920,-75.06332,,,,,,,,,,,24.93,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-05,Horse Creek - South Nation River
18207006002,45.37400,-74.90711,,,,,,,,,,,21.74,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-12,Scotch River
18207010002,45.31853,-75.09253,,,,,,,,,,,24.68,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-06,Casselman Weir - South Nation River
18207014502,45.26243,-75.34362,,,,,,,,,,,22.71,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-08,Castor River
18207015002,44.77975,-75.58636,,,,,,,,,,,21.43,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-10,Chesterville Dam - South Nation River
18207016002,45.10188,-75.22883,,,,,,,,,,,24.40,02LB,Lower Ottawa - South Nation,Atlantic Ocean,02LB-07,Chesterville Dam - South Nation River
18337012102,45.41751,-76.19845,,,,,,,,,,,23.17,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-02,Carp River
18343000102,44.96844,-76.96598,,,,,,,,,,,20.07,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-10,Buckshot Creek
18343000202,45.24536,-76.26013,,,,,,,,,,,21.94,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-11,Indian River
18343000302,44.77489,-76.64033,,,,,,,,,,,23.91,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-07,Fall River
18343003002,45.42325,-76.25247,,,,,,,,,,,24.25,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-03,Cartwrights Creek - Mississippi River
18343003402,45.33562,-76.28699,,,,,,,,,,,23.74,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-03,Cartwrights Creek - Mississippi River
18343006102,45.18142,-76.12534,,,,,,,,,,,24.74,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-03,Cartwrights Creek - Mississippi River
18343017502,44.97243,-76.53898,,,,,,,,,,,24.84,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-05,Long Sault Creek - Mississippi River
18343023002,44.85020,-77.16923,,,,,,,,,,,23.67,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-08,Crotch Lake - Mississippi River
18343052002,45.01245,-76.36412,,,,,,,,,,,23.35,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-06,Clyde River
18343061002,44.94763,-76.41068,,,,,,,,,,,23.88,02KF,Central Ottawa - Mississippi,Atlantic Ocean,02KF-07,Fall River
18349002002,45.43452,-76.34969,,,,,,,,,,,22.66,02KE,Lower Madawaska,Atlantic Ocean,02KE-01,Lake Madawaska - Madawaska River
18369001002,45.51443,-76.55670,,,,,,,,,,,23.63,02KC,Central Ottawa - Bonnechere,Atlantic Ocean,02KC-04,McCrearys Point - Bonnechere River
18607002002,46.31860,-78.70701,,,,,,,,,,,23.77,02JE,Upper Ottawa - Kipawa,Atlantic Ocean,02JE-05,Chant Plain Lake - Mattawa River
18607006002,46.26983,-79.14253,,,,,,,,,,,22.96,02JE,Upper Ottawa - Kipawa,Atlantic Ocean,02JE-11,Talon Lake Dam - Mattawa River
18607008002,46.28671,-78.90429,,,,,,,,,,,24.56,02JE,Upper Ottawa - Kipawa,Atlantic Ocean,02JE-08,Smith Lake - Amable du Fond River
19006400102,48.49387,-81.36040,,,,,,,,,,,20.41,04LA,Upper Mattagami,Hudson Bay,04LA-01,Sandy Falls - Mattagami River
19006400402,48.54984,-81.05481,,,,,,,,,,,20.07,04MD,Frederick House,Hudson Bay,04MD-08,Porcupine River
19006401420,48.47479,-81.35320,,,,,,,,,,,20.41,04LA,Upper Mattagami,Hudson Bay,04LA-01,Sandy Falls - Mattagami River
19006404502,48.48243,-81.22227,,,,,,,,,,,18.93,04MD,Frederick House,Hudson Bay,04MD-08,Porcupine River
3001600302,44.52218,-80.93089,,,,,,,,,,,19.15,02FB,Southwest Georgian Bay,Atlantic Ocean,02FB-04,Sydenham River
3003000202,44.56988,-80.64850,,,,,,,,,,,21.34,02FB,Southwest Georgian Bay,Atlantic Ocean,02FB-02,Bighead River
3003600502,44.27959,-80.54586,,,,,,,,,,,18.19,02FB,Southwest Georgian Bay,Atlantic Ocean,02FB-03,Eugenia Lake - Beaver River
3003600902,44.34604,-80.54015,,,,,,,,,,,20.40,02FB,Southwest Georgian Bay,Atlantic Ocean,02FB-03,Eugenia Lake - Beaver River
3003601002,44.52028,-80.46674,,,,,,,,,,,21.68,02FB,Southwest Georgian Bay,Atlantic Ocean,02FB-01,Beaver River Outlet
3005700702,44.16306,-79.82949,,,,,,,,,,,22.32,02ED,Nottawasaga,Atlantic Ocean,02ED-11,Boyne River
3005701002,44.31855,-79.88647,,,,,,,,,,,19.66,02ED,Nottawasaga,Atlantic Ocean,02ED-06,Pine River
3005702102,44.30520,-80.00168,,,,,,,,,,,19.40,02ED,Nottawasaga,Atlantic Ocean,02ED-09,Mad River
3005702502,44.47548,-80.00713,,,,,,,,,,,22.05,02ED,Nottawasaga,Atlantic Ocean,02ED-01,Nottawasaga River Outlet
3005702802,44.02453,-79.96972,,,,,,,,,,,17.75,02ED,Nottawasaga,Atlantic Ocean,02ED-07,Nicholston Dam - Nottawasaga River
3005702902,44.24946,-79.82160,,,,,,,,,,,22.44,02ED,Nottawasaga,Atlantic Ocean,02ED-05,Bear Creek - Nottawasaga River
3005703002,44.42214,-79.82357,,,,,,,,,,,17.61,02ED,Nottawasaga,Atlantic Ocean,02ED-10,Willow Creek
3005703102,44.13109,-79.79640,,,,,,,,,,,21.51,02ED,Nottawasaga,Atlantic Ocean,02ED-08,Innisfil Creek
3005703202,44.12334,-79.75892,,,,,,,,,,,22.54,02ED,Nottawasaga,Atlantic Ocean,02ED-08,Innisfil Creek
3005703302,44.46734,-80.04784,,,,,,,,,,,16.32,02ED,Nottawasaga,Atlantic Ocean,02ED-01,Nottawasaga River Outlet
3005703402,44.36138,-79.94164,,,,,,,,,,,21.73,02ED,Nottawasaga,Atlantic Ocean,02ED-09,Mad River
3005703502,44.33010,-79.85476,,,,,,,,,,,17.94,02ED,Nottawasaga,Atlantic Ocean,02ED-05,Bear Creek - Nottawasaga River
3005703602,44.41882,-79.82062,,,,,,,,,,,18.78,02ED,Nottawasaga,Atlantic Ocean,02ED-10,Willow Creek
3005703702,44.45714,-79.85497,,,,,,,,,,,17.10,02ED,Nottawasaga,Atlantic Ocean,02ED-04,Marl Creek - Nottawasaga River
3007700202,44.11324,-79.54584,,,,,,,,,,,23.24,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-06,Holland River
3007700702,44.02220,-79.47286,,,,,,,,,,,18.28,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-14,Holland River East Branch
3007702102,44.16663,-79.32748,,,,,,,,,,,21.66,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-10,Black River
3007702802,44.37225,-79.65130,,,,,,,,,,,19.84,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-03,Lake Simcoe
3007702902,44.01386,-79.67910,,,,,,,,,,,19.54,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-06,Holland River
3007703502,44.13776,-79.11260,,,,,,,,,,,18.98,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-07,Pefferlaw River
3007703602,44.49636,-79.46685,,,,,,,,,,,19.18,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-03,Lake Simcoe
3007703802,44.30474,-79.36043,,,,,,,,,,,23.66,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-10,Black River
3007703902,44.09483,-79.48995,,,,,,,,,,,21.38,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-14,Holland River East Branch
3007704002,44.31673,-79.20138,,,,,,,,,,,23.09,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-07,Pefferlaw River
3007704102,44.43030,-79.15510,,,,,,,,,,,23.85,02EC,Severn - Lake Simcoe,Atlantic Ocean,02EC-11,Beaver River
3013301302,46.32852,-79.50328,,,,,,,,,,,20.37,02DD,French (Ont.),Atlantic Ocean,02DD-05,Lake Nipissing
3013301902,46.30044,-79.46142,,,,,,,,,,,17.75,02DD,French (Ont.),Atlantic Ocean,02DD-05,Lake Nipissing
3013303002,46.19660,-79.36637,,,,,,,,,,,21.96,02DD,French (Ont.),Atlantic Ocean,02DD-14,Wasi River
3013400102,46.39508,-80.80043,,,,,,,,,,,22.90,02DB,Lower Wanapitei,Atlantic Ocean,02DB-02,McVittie Dam - Wanapitei River
3013400302,46.52990,-80.74368,,,,,,,,,,,19.20,02DB,Lower Wanapitei,Atlantic Ocean,02DB-03,Corniston Dam - Wanapitei River
3013401802,46.90333,-80.83871,,,,,,,,,,,20.97,02DA,Upper Wanapitei,Atlantic Ocean,02DA-02,Warford's Bay - Wanapitei River
4001000302,42.24356,-82.61438,66.6,NO,690.5,YES,8.53,NO,0.161,YES,,,22.93,02GG,Sydenham,Atlantic Ocean,02GGB11,Ruscom River
4001301402,43.04172,-81.18229,50.8,NO,550.0,YES,7.89,NO,0.093,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-02,Fanshawe Lake - North Thames River
4001301602,43.12634,-80.77928,105.0,NO,844.5,YES,8.99,NO,0.127,YES,,,22.14,02GD,Upper Thames,Atlantic Ocean,02GD-06,Foldens Creek - Thames River
4001301702,43.12742,-80.77084,97.4,NO,837.5,YES,8.92,NO,0.060,YES,,,21.72,02GD,Upper Thames,Atlantic Ocean,02GD-06,Foldens Creek - Thames River
4001302502,43.36606,-81.01867,145.0,YES,1055.0,YES,9.19,NO,0.095,YES,,,20.61,02GD,Upper Thames,Atlantic Ocean,02GD-11,Avon River
4001302902,42.91415,-81.31366,148.0,YES,852.0,YES,7.67,NO,0.067,YES,,,21.00,02GE,Lower Thames,Atlantic Ocean,02GE-09,Dingman Creek
4001303302,42.19264,-82.51681,83.9,NO,782.0,YES,8.21,NO,0.122,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-08,Baptiste Creek
4001304102,43.03142,-80.99849,34.4,NO,638.0,YES,12.52,NO,0.025,NO,,,22.19,02GD,Upper Thames,Atlantic Ocean,02GD-08,Middle Thames River
4001304202,43.01864,-80.92691,108.5,NO,878.0,YES,10.78,NO,0.097,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-05,Reynolds - Thames River
4001304402,43.45059,-81.20725,53.8,NO,646.5,YES,9.11,NO,0.078,YES,,,22.11,02GD,Upper Thames,Atlantic Ocean,02GD-07,Whirl Creek - North Thames River
4001304702,42.93475,-81.42151,85.0,NO,721.5,YES,9.81,NO,0.108,YES,,,23.22,02GE,Lower Thames,Atlantic Ocean,02GE-07,Oxbow Creek - Thames River
4001305002,43.09624,-81.16854,52.4,NO,566.0,YES,8.42,NO,0.027,NO,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-02,Fanshawe Lake - North Thames River
4001305702,42.54025,-81.96322,43.8,NO,745.0,YES,8.98,NO,0.024,NO,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-03,Cornwall Creek - Thames River
4001305802,42.51392,-82.07167,78.5,NO,707.0,YES,9.65,NO,0.101,YES,,,24.65,02GE,Lower Thames,Atlantic Ocean,02GE-03,Cornwall Creek - Thames River
4001306302,42.93796,-81.44091,32.0,NO,622.5,YES,8.73,NO,0.019,NO,,,16.50,02GE,Lower Thames,Atlantic Ocean,02GE-07,Oxbow Creek - Thames River
4001306402,43.26644,-81.08411,19.4,NO,434.0,NO,9.28,NO,0.072,YES,,,21.53,02GD,Upper Thames,Atlantic Ocean,02GD-10,Trout Creek
4001306602,43.25236,-80.98516,22.3,NO,625.5,YES,10.56,NO,0.062,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-10,Trout Creek
4001306802,42.97334,-80.95213,32.0,NO,627.0,YES,8.27,NO,0.258,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-05,Reynolds - Thames River
4001307302,42.71794,-81.66988,68.9,NO,742.0,YES,10.13,NO,0.100,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-05,Newbiggen Creek - Thames River
4001308002,43.21543,-80.69162,69.5,NO,743.5,YES,11.97,NO,0.052,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-09,Pittock Reservoir - Thames River
4001308102,42.38328,-82.09484,87.5,NO,814.0,YES,9.58,NO,0.101,YES,,,24.22,02GE,Lower Thames,Atlantic Ocean,02GE-02,McGregor Creek -Thames River
4001308202,42.35544,-82.32008,84.0,NO,,,9.14,NO,0.073,YES,,,24.19,02GE,Lower Thames,Atlantic Ocean,02GE-01,Jeannettes Creek - Thames River Outlet
4001308202,42.35544,-82.32008,84.0,NO,720.0,YES,9.14,NO,0.073,YES,,,24.19,02GE,Lower Thames,Atlantic Ocean,02GE-01,Jeannettes Creek - Thames River Outlet
4001308302,42.73154,-81.57772,84.4,NO,743.0,YES,9.56,NO,0.120,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-05,Newbiggen Creek - Thames River
4001308602,42.96306,-81.40697,37.8,NO,616.0,YES,9.94,NO,0.033,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-07,Oxbow Creek - Thames River
4001308902,43.28490,-81.17251,26.2,NO,485.0,NO,8.60,NO,0.032,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-04,Otter Creek - North Thames River
4001309002,43.22063,-81.23681,22.4,NO,513.5,YES,8.06,NO,0.042,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-12,Fish Creek
4001309202,43.37517,-81.18445,34.3,NO,522.5,YES,9.17,NO,0.030,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-13,Black Creek
4001309402,43.27881,-81.16672,28.3,NO,493.0,NO,9.97,NO,0.025,NO,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-04,Otter Creek - North Thames River
4001309502,43.16653,-81.18986,34.7,NO,516.0,YES,9.87,NO,0.044,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-02,Fanshawe Lake - North Thames River
4001309602,43.02232,-81.25201,96.8,NO,768.5,YES,8.52,NO,0.039,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-01,Medway Creek - North Thames River
4001309702,42.99450,-81.11663,25.8,NO,555.5,YES,10.57,NO,0.017,NO,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-03,Waubuno Creek - Thames River
4001309802,43.06950,-81.15827,47.5,NO,614.0,YES,8.78,NO,0.057,YES,,,0.00,02GD,Upper Thames,Atlantic Ocean,02GD-02,Fanshawe Lake - North Thames River
4001310902,42.63064,-81.77004,51.0,NO,724.5,YES,9.51,NO,0.036,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-04,Fleming Creek - Thames River
4001311002,42.32508,-82.33001,47.1,NO,597.0,YES,7.93,NO,0.125,YES,,,0.00,02GE,Lower Thames,Atlantic Ocean,02GE-01,Jeannettes Creek - Thames River Outlet
4002700402,42.86420,-82.16923,46.4,NO,651.5,YES,9.34,NO,0.159,YES,,,23.00,02GG,Sydenham,Atlantic Ocean,02GGB06,Nichol Creek - Bear Creek
4002700702,42.93127,-81.66791,46.9,NO,679.0,YES,8.59,NO,0.078,YES,,,20.12,02GG,Sydenham,Atlantic Ocean,02GGB09,Gold Creek - Sydenham River
4002700802,42.76408,-82.34158,39.3,NO,623.0,YES,8.50,NO,0.191,YES,,,23.90,02GG,Sydenham,Atlantic Ocean,02GGB06,Nichol Creek - Bear Creek
4002700902,42.78695,-82.17194,44.6,NO,607.0,YES,8.18,NO,0.134,YES,,,23.13,02GG,Sydenham,Atlantic Ocean,02GGB07,Black Creek
4002701202,42.83088,-81.85141,40.5,NO,654.0,YES,9.13,NO,0.063,YES,,,22.98,02GG,Sydenham,Atlantic Ocean,02GGB05,Hardy Creek - Sydenham River
4002701502,42.97589,-81.59343,35.7,NO,642.0,YES,9.00,NO,0.044,YES,,,19.68,02GG,Sydenham,Atlantic Ocean,02GGB09,Gold Creek - Sydenham River
4002701602,42.65068,-82.00877,38.5,NO,615.0,YES,9.34,NO,0.066,YES,,,23.94,02GG,Sydenham,Atlantic Ocean,02GGB02,Long Creek - Sydenham River
4002701702,42.59179,-82.38763,24.6,NO,425.0,NO,10.09,NO,0.060,YES,,,24.80,02GG,Sydenham,Atlantic Ocean,02GGB02,Long Creek - Sydenham River
5000600202,42.96335,-79.02196,44.7,NO,504.5,YES,7.11,NO,0.151,YES,,,0.00,02HA,Niagara,Atlantic Ocean,02HA-01,Niagara River
6001700102,43.20139,-79.26580,18.5,NO,300.0,NO,10.27,NO,0.023,NO,,,0.00,02HA,Niagara,Atlantic Ocean,02HA-03,Welland Canal
6001700702,43.11500,-79.27483,36.4,NO,672.0,YES,9.71,NO,0.045,YES,,,0.00,02HA,Niagara,Atlantic Ocean,02HA-03,Welland Canal
6001701002,43.08751,-79.29200,28.6,NO,643.5,YES,10.46,NO,0.031,YES,,,0.00,02HA,Niagara,Atlantic Ocean,02HA-03,Welland Canal
6001701102,43.08731,-79.29167,47.6,NO,740.0,YES,10.40,NO,0.043,YES,,,0.00,02HA,Niagara,Atlantic Ocean,02HA-03,Welland Canal
6002400102,43.15202,-79.37449,68.1,NO,784.0,YES,9.92,NO,0.119,YES,,,0.00,02HA,Niagara,Atlantic Ocean,029A-01,Jordan Harbour - Twenty Mile Creek
6002400802,43.13348,-79.38364,44.7,NO,566.0,YES,10.89,NO,0.250,YES,,,0.00,02HA,Niagara,Atlantic Ocean,029A-01,Jordan Harbour - Twenty Mile Creek
6002400902,43.11561,-79.56651,79.0,NO,805.5,YES,10.68,NO,0.167,YES,,,0.00,02HA,Niagara,Atlantic Ocean,029A-01,Jordan Harbour - Twenty Mile Creek
6006000402,43.46886,-80.07300,38.3,NO,622.5,YES,9.17,NO,0.034,YES,,,19.41,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-02,Bronte Creek
6006000702,43.39559,-79.72280,73.7,NO,710.5,YES,10.32,NO,0.016,NO,,,20.93,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-02,Bronte Creek
6006000802,43.43466,-79.84738,87.9,NO,738.0,YES,9.37,NO,0.039,YES,,,20.00,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-02,Bronte Creek
6006300102,43.44294,-79.67125,164.0,YES,920.0,YES,10.86,NO,0.017,NO,,,21.45,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-03,Sixteen Mile Creek
6006301002,43.50115,-79.95220,129.0,YES,924.0,YES,10.47,NO,0.009,NO,,,21.75,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-03,Sixteen Mile Creek
6006301102,43.49908,-79.77659,104.5,NO,772.0,YES,10.01,NO,0.030,YES,,,20.69,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-03,Sixteen Mile Creek
6006301202,43.47418,-79.79842,169.0,YES,1004.5,YES,10.35,NO,0.016,NO,,,19.78,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-03,Sixteen Mile Creek
6006301402,43.55475,-79.85686,43.3,NO,593.5,YES,10.50,NO,0.026,NO,,,19.99,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-03,Sixteen Mile Creek
6007600302,43.64721,-79.85628,96.4,NO,765.5,YES,10.66,NO,0.022,NO,,,21.14,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-04,Mary Fix Creek - Credit River
6007600402,43.64636,-79.86622,191.0,YES,1160.0,YES,10.85,NO,0.043,YES,,,20.39,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-05,Credit River West Branch - Credit River
6007600502,43.62759,-80.02209,115.5,NO,876.5,YES,7.73,NO,0.023,NO,,,19.09,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-05,Credit River West Branch - Credit River
6007600602,43.90965,-80.06325,222.0,YES,1190.0,YES,6.97,NO,0.062,YES,,,18.95,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-06,Little Credit River - Credit River
6007600802,43.62923,-80.01040,170.0,YES,1145.0,YES,8.89,NO,0.029,NO,,,17.00,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-05,Credit River West Branch - Credit River
6007601002,43.72381,-79.93100,75.1,NO,687.5,YES,10.50,NO,0.016,NO,,,18.81,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-05,Credit River West Branch - Credit River
6007601502,43.78374,-80.03480,48.7,NO,620.5,YES,9.93,NO,0.011,NO,,,16.32,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-06,Little Credit River - Credit River
6007601602,43.65859,-79.74146,195.0,YES,1065.0,YES,8.11,NO,0.053,YES,,,21.12,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-04,Mary Fix Creek - Credit River
6007601702,43.62215,-79.73327,94.7,NO,760.0,YES,11.42,NO,0.016,NO,,,22.29,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-04,Mary Fix Creek - Credit River
6007601802,43.85621,-80.04821,118.5,NO,826.5,YES,9.30,NO,0.034,YES,,,17.95,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-06,Little Credit River - Credit River
6007602202,43.63747,-79.88617,98.8,NO,840.5,YES,10.97,NO,0.014,NO,,,18.91,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-05,Credit River West Branch - Credit River
6007602302,43.88846,-80.06331,217.0,YES,1205.0,YES,8.56,NO,0.066,YES,,,18.48,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-06,Little Credit River - Credit River
6007605002,43.54920,-79.63327,133.0,YES,857.0,YES,9.75,NO,0.021,NO,,,21.47,02HB,Credit - 16 Mile,Atlantic Ocean,02HB-04,Mary Fix Creek - Credit River
